130	230	0.427
130	240	0.573
130	250	0.287
130	260	0.288
130	270	0.405
130	280	0.396
130	290	0.275
130	300	0.2
130	310	0.162
130	320	0.192
130	330	0.262
130	340	0.273
130	350	0.215
130	360	0.142
130	370	0.143
130	380	0.148
130	390	0.18
130	400	0.14
130	410	0.141
130	420	0.193
130	430	0.174
130	440	0.227
130	450	0.225
130	460	0.205
130	470	0.178
130	480	0.199
130	490	0.211
130	500	0.217
130	510	0.253
130	520	0.232
130	530	0.158
130	540	0.158
130	550	0.119
130	560	0.129
130	570	0.134
130	580	0.116
130	590	0.128
130	600	0.118
130	610	0.11
130	620	0.102
130	630	0.0707
130	640	0.0634
130	650	0.0631
130	660	0.0889
130	670	0.0807
130	680	0.0955
130	690	0.132
130	700	0.119
130	710	0.094
130	720	0.0875
130	730	0.0761
130	740	0.0591
130	750	0.0572
130	760	0.0584
130	770	0.0571
130	780	0.0665
130	790	0.0537
130	800	0.0564
140	240	0.37
140	250	0.424
140	260	0.353
140	270	0.301
140	280	0.344
140	290	0.387
140	300	0.278
140	310	0.207
140	320	0.167
140	330	0.152
140	340	0.187
140	350	0.219
140	360	0.177
140	370	0.141
140	380	0.123
140	390	0.146
140	400	0.14
140	410	0.153
140	420	0.172
140	430	0.213
140	440	0.251
140	450	0.19
140	460	0.226
140	470	0.18
140	480	0.182
140	490	0.148
140	500	0.14
140	510	0.151
140	520	0.171
140	530	0.197
140	540	0.177
140	550	0.145
140	560	0.131
140	570	0.128
140	580	0.132
140	590	0.113
140	600	0.0977
140	610	0.0767
140	620	0.0706
140	630	0.0679
140	640	0.0622
140	650	0.0681
140	660	0.0539
140	670	0.0492
140	680	0.0449
140	690	0.0499
140	700	0.0666
140	710	0.0787
140	720	0.0867
140	730	0.0718
140	740	0.0587
140	750	0.0398
140	760	0.0321
140	770	0.0322
140	780	0.0326
140	790	0.0316
140	800	0.0318
150	250	0.404
150	260	0.283
150	270	0.334
150	280	0.259
150	290	0.273
150	300	0.355
150	310	0.219
150	320	0.234
150	330	0.152
150	340	0.148
150	350	0.187
150	360	0.198
150	370	0.224
150	380	0.15
150	390	0.128
150	400	0.124
150	410	0.146
150	420	0.129
150	430	0.152
150	440	0.195
150	450	0.234
150	460	0.263
150	470	0.242
150	480	0.212
150	490	0.17
150	500	0.151
150	510	0.133
150	520	0.109
150	530	0.13
150	540	0.126
150	550	0.137
150	560	0.121
150	570	0.0853
150	580	0.084
150	590	0.0933
150	600	0.0818
150	610	0.0782
150	620	0.0729
150	630	0.0689
150	640	0.0544
150	650	0.0557
150	660	0.0443
150	670	0.0515
150	680	0.0421
150	690	0.0401
150	700	0.0386
150	710	0.0433
150	720	0.0389
150	730	0.0486
150	740	0.0577
150	750	0.0607
